04-21-2025 15:13:43 RAM 1557/6855MB (lfb 13x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,25%@1420,66%@1420,58%@1420,25%@1420,100%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 7331mW/7331mW VDD_CPU_GPU_CV 2371mW/2371mW VDD_SOC 1469mW/1469mW
04-21-2025 15:14:29 RAM 1860/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,100%@1420,0%@1419,0%@1419,8%@1420,15%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6360mW VDD_CPU_GPU_CV 1554mW/1749mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:29 RAM 1859/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1419,8%@1420,8%@1420,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6359mW VDD_CPU_GPU_CV 1554mW/1749mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:29 RAM 1859/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1419,100%@1419,8%@1419,8%@1419,9%@1420,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6358mW VDD_CPU_GPU_CV 1554mW/1748mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:29 RAM 1859/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1420,8%@1420,0%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6358mW VDD_CPU_GPU_CV 1554mW/1748mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:29 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,23%@1420,8%@1420,8%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6357mW VDD_CPU_GPU_CV 1594mW/1747mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1862/6855MB (lfb 36x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1417,100%@1420,16%@1420,9%@1420,0%@1420,8%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6357mW VDD_CPU_GPU_CV 1594mW/1747mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 36x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1420,0%@1416,16%@1420,0%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6356mW VDD_CPU_GPU_CV 1594mW/1747mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1419,9%@1421,9%@1420,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.75C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6355mW VDD_CPU_GPU_CV 1594mW/1746mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1417,9%@1420,0%@1418,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6355mW VDD_CPU_GPU_CV 1594mW/1746mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,100%@1420,9%@1421,8%@1420,0%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6354mW VDD_CPU_GPU_CV 1554mW/1745mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1419,8%@1422,0%@1423,8%@1420,8%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6354mW VDD_CPU_GPU_CV 1554mW/1745mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,100%@1416,16%@1416,0%@1421,16%@1418,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6353mW VDD_CPU_GPU_CV 1554mW/1744mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1416,100%@1421,0%@1420,0%@1420,0%@1421,8%@1414] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6352mW VDD_CPU_GPU_CV 1554mW/1744mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:30 RAM 1860/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1419,27%@1420,10%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6352mW VDD_CPU_GPU_CV 1594mW/1743mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:31 RAM 1861/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1421,100%@1421,16%@1420,0%@1420,9%@1413,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6351mW VDD_CPU_GPU_CV 1594mW/1743mW VDD_SOC 1388mW/1378mW
04-21-2025 15:14:31 RAM 1862/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [36%@1419,100%@1420,25%@1422,33%@1419,25%@1419,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6307mW/6351mW VDD_CPU_GPU_CV 1717mW/1743mW VDD_SOC 1388mW/1378mW
04-21-2025 15:14:31 RAM 1863/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1419,81%@1417,36%@1420,9%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6471mW/6351mW VDD_CPU_GPU_CV 1881mW/1743mW VDD_SOC 1388mW/1378mW
04-21-2025 15:14:31 RAM 1863/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,63%@1419,41%@1420,41%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6594mW/6352mW VDD_CPU_GPU_CV 2003mW/1744mW VDD_SOC 1388mW/1378mW
04-21-2025 15:14:31 RAM 1863/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,100%@1420,0%@1420,16%@1420,72%@1423,16%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6584mW/6353mW VDD_CPU_GPU_CV 2003mW/1745mW VDD_SOC 1388mW/1379mW
04-21-2025 15:14:31 RAM 1863/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1419,100%@1420,15%@1420,8%@1420,8%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6471mW/6353mW VDD_CPU_GPU_CV 1881mW/1745mW VDD_SOC 1388mW/1379mW
04-21-2025 15:14:31 RAM 1863/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1418,9%@1419,0%@1420,9%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6389mW/6353mW VDD_CPU_GPU_CV 1799mW/1745mW VDD_SOC 1388mW/1379mW
04-21-2025 15:14:31 RAM 1863/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,100%@1417,8%@1419,16%@1418,0%@1417,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6348mW/6353mW VDD_CPU_GPU_CV 1758mW/1745mW VDD_SOC 1388mW/1379mW
04-21-2025 15:14:31 RAM 1863/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1419,10%@1420,10%@1417,16%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.8C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6307mW/6353mW VDD_CPU_GPU_CV 1758mW/1745mW VDD_SOC 1388mW/1379mW
04-21-2025 15:14:32 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1420,0%@1420,9%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6257mW/6353mW VDD_CPU_GPU_CV 1717mW/1745mW VDD_SOC 1388mW/1379mW
04-21-2025 15:14:32 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1418,100%@1420,16%@1418,16%@1421,9%@1419,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6257mW/6352mW VDD_CPU_GPU_CV 1676mW/1745mW VDD_SOC 1388mW/1379mW
04-21-2025 15:14:32 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,100%@1419,8%@1420,0%@1419,0%@1419,0%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6216mW/6352mW VDD_CPU_GPU_CV 1676mW/1745mW VDD_SOC 1347mW/1379mW
04-21-2025 15:14:32 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1421,100%@1420,9%@1417,8%@1419,8%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6352mW VDD_CPU_GPU_CV 1635mW/1745mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:32 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1427,0%@1425,9%@1416,0%@1417] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6351mW VDD_CPU_GPU_CV 1635mW/1744mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:32 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1422,0%@1419,0%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6351mW VDD_CPU_GPU_CV 1594mW/1744mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:32 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1422,58%@1421,0%@1423,21%@1420,10%@1419,63%@1422] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6350mW VDD_CPU_GPU_CV 1554mW/1743mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1416,66%@1419,9%@1422,4%@1419,4%@1420,31%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6052mW/6349mW VDD_CPU_GPU_CV 1472mW/1743mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [15%@1420,100%@1419,15%@1418,16%@1420,7%@1420,7%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6349mW VDD_CPU_GPU_CV 1513mW/1742mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1419,9%@1420,9%@1419,7%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6348mW VDD_CPU_GPU_CV 1554mW/1742mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1419,100%@1420,15%@1420,0%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6348mW VDD_CPU_GPU_CV 1554mW/1741mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,100%@1415,16%@1420,8%@1418,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6347mW VDD_CPU_GPU_CV 1554mW/1741mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,100%@1419,0%@1419,8%@1420,0%@1422,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6346mW VDD_CPU_GPU_CV 1554mW/1740mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,100%@1420,9%@1422,0%@1419,8%@1420,0%@1422] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6346mW VDD_CPU_GPU_CV 1554mW/1740mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1864/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1421,100%@1414,8%@1420,15%@1420,14%@1417,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6345mW VDD_CPU_GPU_CV 1554mW/1740mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:33 RAM 1866/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1421,100%@1420,23%@1420,15%@1414,8%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6134mW/6345mW VDD_CPU_GPU_CV 1594mW/1739mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1419,23%@1420,25%@1419,0%@1415,7%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6134mW/6344mW VDD_CPU_GPU_CV 1635mW/1739mW VDD_SOC 1347mW/1378mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1420,16%@1420,16%@1420,8%@1421,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6344mW VDD_CPU_GPU_CV 1635mW/1739mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1420,10%@1419,18%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6343mW VDD_CPU_GPU_CV 1635mW/1739mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [0%@1420,100%@1420,9%@1420,0%@1420,15%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6343mW VDD_CPU_GPU_CV 1594mW/1738mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1416,100%@1419,8%@1420,16%@1419,8%@1418,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6342mW VDD_CPU_GPU_CV 1594mW/1738mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,100%@1420,0%@1420,0%@1419,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6342mW VDD_CPU_GPU_CV 1594mW/1738mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1419,16%@1419,9%@1419,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6341mW VDD_CPU_GPU_CV 1594mW/1737mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1417,100%@1419,9%@1420,9%@1419,0%@1418,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6341mW VDD_CPU_GPU_CV 1554mW/1737mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:34 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1413,100%@1421,9%@1420,15%@1420,0%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6340mW VDD_CPU_GPU_CV 1594mW/1736mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:35 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,18%@1418,9%@1420,0%@1420,28%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6340mW VDD_CPU_GPU_CV 1635mW/1736mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:35 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,100%@1420,9%@1420,9%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6339mW VDD_CPU_GPU_CV 1635mW/1736mW VDD_SOC 1388mW/1377mW
04-21-2025 15:14:35 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1421,100%@1419,8%@1420,16%@1419,0%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6339mW VDD_CPU_GPU_CV 1635mW/1736mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:35 RAM 1865/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1416,100%@1419,0%@1419,16%@1419,0%@1419,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6339mW VDD_CPU_GPU_CV 1594mW/1735mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:35 RAM 1866/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1415,0%@1420,0%@1420,15%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6338mW VDD_CPU_GPU_CV 1594mW/1735mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:35 RAM 1866/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,100%@1418,8%@1420,15%@1419,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6338mW VDD_CPU_GPU_CV 1594mW/1735mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:35 RAM 1866/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1421,0%@1419,0%@1420,0%@1419,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6337mW VDD_CPU_GPU_CV 1594mW/1735mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:35 RAM 1866/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,16%@1419,0%@1419,21%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6337mW VDD_CPU_GPU_CV 1594mW/1734mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:36 RAM 1866/6855MB (lfb 38x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1416,9%@1420,16%@1419,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6336mW VDD_CPU_GPU_CV 1635mW/1734mW VDD_SOC 1347mW/1376mW
